order_id,customer_id,status
O0051524,C011456,Delivered
O0051525,C019570,Cancelled
O0051526,C015126,Shipped
O0051527,C019742,delivered
O0051528,C014758,Returned
O0051529,C003437,Returned
O0051530,C021854,Cancelled
O0051531,C016197,Shipped
O0051532,C020861,Delivered
O0051533,C021004,Cancelled
O0051534,C007500,Shipped
O0051535,C004860,Shipped
O0051536,C023453,Cancelled
O0051537,C018690,Shipped
O0051538,C007830,Delivered
O0051539,C016935,Shipped
O0051540,C012867,Delivered
O0051541,C018577,delivered
O0051542,C013095,Delivered
O0051543,C008199,
O0051544,C013719,
O0051545,C017290,Shipped
O0051546,C023051,Returned
O0051547,C002725,
O0051548,C008341,Shipped
O0051549,C023748,Cancelled
O0051550,C019372,Delivered
O0051551,C018776,Cancelled
O0051552,C024471,Cancelled
O0051553,C011820,Delivered
O0051554,C008924,Cancelled
O0051555,C011909,Returned
O0051556,C019024,Returned
O0051557,C024798,Shipped
O0051558,C023041,delivered
O0051559,C006133,delivered
O0051560,C015814,Cancelled
O0051561,C005195,delivered
O0051562,C009593,Delivered
O0051563,C000214,Cancelled
O0051564,C007186,Shipped
O0051565,C022177,Shipped
O0051566,C001219,Delivered
O0051567,C001269,
O0051568,C022334,
O0051569,C021906,Shipped
O0051570,C019462,delivered
O0051571,C016468,Returned
O0051572,C020928,Cancelled
O0051573,C004297,
O0051574,C014501,delivered
O0051575,C019495,
O0051576,C016625,
O0051577,C024295,Returned
O0051578,C017731,Returned
O0051579,C016533,Shipped
O0051580,C024876,
O0051581,C004984,Cancelled
O0051582,C014265,delivered
O0051583,C016677,delivered
O0051584,C013666,Shipped
O0051585,C015506,Delivered
O0051586,C011720,Delivered
O0051587,C003066,
O0051588,C018023,Shipped
O0051589,C018687,Shipped
O0051590,C012574,delivered
O0051591,C006717,delivered
O0051592,C023820,Cancelled
O0051593,C002203,Shipped
O0051594,C007327,Shipped
O0051595,C001484,delivered
O0051596,C019325,Shipped
O0051597,C020535,Returned
O0051598,C020425,Returned
O0051599,C013211,delivered
O0051600,C010360,
O0051601,C019167,
O0051602,C007015,Cancelled
O0051603,C007261,Cancelled
O0051604,C013374,
O0051605,C017107,Returned
O0051606,C007176,Returned
O0051607,C014236,
O0051608,C018744,Delivered
O0051609,C004454,Delivered
O0051610,C010443,Returned
O0051611,C015008,Returned
O0051612,C001234,Shipped
O0051613,C011970,
O0051614,C008369,Shipped
O0051615,C004409,Returned
O0051616,C023032,Returned
O0051617,C016444,delivered
O0051618,C008969,Returned
O0051619,C006554,delivered
O0051620,C022832,delivered
O0051621,C018649,delivered
O0051622,C018271,delivered
O0051623,C006335,Shipped
O0051624,C002516,Cancelled
O0051625,C010484,delivered
O0051626,C000539,delivered
O0051627,C024275,Cancelled
O0051628,C003564,Cancelled
O0051629,C016134,
O0051630,C008094,Delivered
O0051631,C010232,delivered
O0051632,C010346,Returned
O0051633,C017427,Returned
O0051634,C018678,delivered
O0051635,C023885,Shipped
O0051636,C004033,Cancelled
O0051637,C015196,
O0051638,C016385,
O0051639,C001056,delivered
O0051640,C003935,Returned
O0051641,C011000,
O0051642,C011428,Delivered
O0051643,C003915,delivered
O0051644,C004401,
O0051645,C005481,Delivered
O0051646,C013439,Shipped
O0051647,C018264,Cancelled
O0051648,C016942,delivered
O0051649,C020353,Shipped
O0051650,C022441,Delivered
O0051651,C001221,Shipped
O0051652,C014691,delivered
O0051653,C021367,Returned
O0051654,C020683,Delivered
O0051655,C021945,Returned
O0051656,C021282,
O0051657,C013512,Cancelled
O0051658,C009365,
O0051659,C016747,Cancelled
O0051660,C017033,Shipped
O0051661,C019272,delivered
O0051662,C001690,Delivered
O0051663,C005240,Delivered
O0051664,C005918,Cancelled
O0051665,C024647,
O0051666,C016003,Cancelled
O0051667,C006824,Cancelled
O0051668,C012743,
O0051669,C007310,delivered
O0051670,C007376,Delivered
O0051671,C000167,Returned
O0051672,C017819,Cancelled
O0051673,C020001,Shipped
O0051674,C008171,
O0051675,C011861,Returned
O0051676,C024649,Delivered
O0051677,C007463,
O0051678,C009156,Delivered
O0051679,C010700,delivered
O0051680,C023824,Delivered
O0051681,C020709,
O0051682,C012524,Delivered
O0051683,C009588,delivered
O0051684,C008308,Returned
O0051685,C011494,Delivered
O0051686,C011241,Delivered
O0051687,C019275,Shipped
O0051688,C013495,Cancelled
O0051689,C003208,delivered
O0051690,C019374,delivered
O0051691,C009596,
O0051692,C013928,delivered
O0051693,C019934,Delivered
O0051694,C000881,delivered
O0051695,C013305,Returned
O0051696,C000228,Returned
O0051697,C012054,
O0051698,C016056,
O0051699,C012309,Returned
O0051700,C003736,Returned
O0051701,C011810,Shipped
O0051702,C004291,delivered
O0051703,C021539,Shipped
O0051704,C008191,Delivered
O0051705,C004584,Shipped
O0051706,C018744,Delivered
O0051707,C014419,
O0051708,C001590,
O0051709,C005540,Shipped
O0051710,C003623,Shipped
O0051711,C015580,Returned
O0051712,C017299,delivered
O0051713,C003529,Cancelled
O0051714,C020165,Returned
O0051715,C004750,Shipped
O0051716,C018515,Delivered
O0051717,C000853,Cancelled
O0051718,C016297,Delivered
O0051719,C015121,delivered
O0051720,C020288,delivered
O0051721,C000864,delivered
O0051722,C004103,Shipped
O0051723,C014574,
O0051724,C001148,Delivered
O0051725,C014256,Cancelled
O0051726,C000918,
O0051727,C003004,Delivered
O0051728,C021277,Delivered
O0051729,C004807,Returned
O0051730,C000004,Returned
O0051731,C016545,Cancelled
O0051732,C011029,Delivered
O0051733,C016656,Delivered
O0051734,C009703,delivered
O0051735,C006270,Shipped
O0051736,C020773,Cancelled
O0051737,C023704,Shipped
O0051738,C003840,delivered
O0051739,C002385,Delivered
O0051740,C021037,delivered
O0051741,C024000,Cancelled
O0051742,C020689,Shipped
O0051743,C000794,Cancelled
O0051744,C014052,Returned
O0051745,C018084,Shipped
O0051746,C004261,Cancelled
O0051747,C015069,
O0051748,C018320,Cancelled
O0051749,C010062,Cancelled
O0051750,C014553,
O0051751,C007670,
O0051752,C007335,Cancelled
O0051753,C009514,delivered
O0051754,C019456,Delivered
O0051755,C015100,delivered
O0051756,C019420,
O0051757,C015833,Returned
O0051758,C016521,Shipped
O0051759,C014811,Returned
O0051760,C017521,Shipped
O0051761,C013525,
O0051762,C013191,Returned
O0051763,C006841,Shipped
O0051764,C005986,Returned
O0051765,C002417,Delivered
O0051766,C004213,Delivered
O0051767,C012243,delivered
O0051768,C022983,Shipped
O0051769,C019803,Shipped
O0051770,C010901,Returned
O0051771,C017427,Returned
O0051772,C021170,Cancelled
O0051773,C011451,Cancelled
O0051774,C013768,Cancelled
O0051775,C014469,Returned
O0051776,C022602,Shipped
O0051777,C019466,
O0051778,C012424,Delivered
O0051779,C021398,delivered
O0051780,C020879,Returned
O0051781,C018201,delivered
O0051782,C001834,Shipped
O0051783,C006189,Cancelled
O0051784,C002512,Cancelled
O0051785,C010711,
O0051786,C012596,delivered
O0051787,C014975,Cancelled
O0051788,C020322,delivered
O0051789,C022750,delivered
O0051790,C022749,Delivered
O0051791,C005271,
O0051792,C011853,Cancelled
O0051793,C015462,delivered
O0051794,C003846,Shipped
O0051795,C023908,delivered
O0051796,C009472,
O0051797,C003332,Returned
O0051798,C008036,Cancelled
O0051799,C014539,
O0051800,C018519,Shipped
O0051801,C017009,delivered
O0051802,C002555,delivered
O0051803,C005671,Delivered
O0051804,C014182,Delivered
O0051805,C019421,delivered
O0051806,C021886,
O0051807,C024738,delivered
O0051808,C005961,Cancelled
O0051809,C003789,Returned
O0051810,C013367,delivered
O0051811,C001878,delivered
O0051812,C002335,Delivered
O0051813,C018912,Cancelled
O0051814,C018707,delivered
O0051815,C014896,delivered
O0051816,C005137,Shipped
O0051817,C020637,Cancelled
O0051818,C000412,Delivered
O0051819,C002817,Shipped
O0051820,C008379,Returned
O0051821,C017759,Shipped
O0051822,C014314,
O0051823,C021164,delivered
O0051824,C016597,Cancelled
O0051825,C005265,Cancelled
O0051826,C010945,Delivered
O0051827,C019157,Shipped
O0051828,C018672,
O0051829,C011675,Cancelled
O0051830,C014335,Shipped
O0051831,C019460,
O0051832,C004282,Delivered
O0051833,C003243,
O0051834,C001824,delivered
O0051835,C024634,Shipped
O0051836,C016438,Cancelled
O0051837,C010193,Delivered
O0051838,C004169,Shipped
O0051839,C021730,Shipped
O0051840,C020233,
O0051841,C022618,delivered
O0051842,C000190,Returned
O0051843,C001727,Returned
O0051844,C020996,Returned
O0051845,C017922,
O0051846,C001417,Shipped
O0051847,C022988,Cancelled
O0051848,C021555,Cancelled
O0051849,C002341,delivered
O0051850,C011975,
O0051851,C005235,delivered
O0051852,C009265,Delivered
O0051853,C023745,Returned
O0051854,C017897,Shipped
O0051855,C008207,Delivered
O0051856,C015179,Delivered
O0051857,C011537,Delivered
O0051858,C006657,Shipped
O0051859,C009956,delivered
O0051860,C022840,Cancelled
O0051861,C013222,delivered
O0051862,C020795,Delivered
O0051863,C022053,Returned
O0051864,C013007,Shipped
O0051865,C022613,
O0051866,C007179,Delivered
O0051867,C017261,Cancelled
O0051868,C019597,Cancelled
O0051869,C002309,Shipped
O0051870,C003209,Cancelled
O0051871,C000244,delivered
O0051872,C006043,Delivered
O0051873,C021034,delivered
O0051874,C006323,Delivered
O0051875,C001194,Returned
O0051876,C005210,delivered
O0051877,C017997,Shipped
O0051878,C018270,Cancelled
O0051879,C003239,
O0051880,C010538,delivered
O0051881,C019058,Shipped
O0051882,C013849,delivered
O0051883,C023247,Returned
O0051884,C017991,Shipped
O0051885,C017646,delivered
O0051886,C022511,Shipped
O0051887,C015686,Returned
O0051888,C024322,delivered
O0051889,C000771,delivered
O0051890,C022157,Returned
O0051891,C013609,
O0051892,C014894,
O0051893,C002718,Cancelled
O0051894,C012022,Shipped
O0051895,C016719,delivered
O0051896,C000679,Returned
O0051897,C015538,
O0051898,C008581,Cancelled
O0051899,C001449,
O0051900,C012427,delivered
O0051901,C003422,delivered
O0051902,C017928,Cancelled
O0051903,C002007,Returned
O0051904,C003512,Returned
O0051905,C019812,Returned
O0051906,C006255,Returned
O0051907,C022425,delivered
O0051908,C017023,Cancelled
O0051909,C015724,
O0051910,C015206,delivered
O0051911,C020976,Delivered
O0051912,C011853,Delivered
O0051913,C000156,Shipped
O0051914,C015058,Returned
O0051915,C007453,delivered
O0051916,C013924,Returned
O0051917,C006095,Cancelled
O0051918,C015632,Returned
O0051919,C013460,Delivered
O0051920,C024357,delivered
O0051921,C009748,
O0051922,C009674,
O0051923,C018834,delivered
O0051924,C016980,Cancelled
O0051925,C006906,
O0051926,C009352,delivered
O0051927,C009040,Shipped
O0051928,C022146,Delivered
O0051929,C000013,Returned
O0051930,C005806,
O0051931,C018209,Shipped
O0051932,C018079,Delivered
O0051933,C023554,Shipped
O0051934,C008587,Shipped
O0051935,C017560,Cancelled
O0051936,C020141,
O0051937,C020758,Returned
O0051938,C002171,Cancelled
O0051939,C015295,delivered
O0051940,C015018,Shipped
O0051941,C011453,Delivered
O0051942,C020557,Shipped
O0051943,C001004,Delivered
O0051944,C014488,
O0051945,C003395,Delivered
O0051946,C014261,Delivered
O0051947,C015674,Returned
O0051948,C004411,
O0051949,C009742,delivered
O0051950,C011942,Cancelled
O0051951,C000343,Shipped
O0051952,C003566,
O0051953,C000790,delivered
O0051954,C011106,Returned
O0051955,C016166,Shipped
O0051956,C013932,Cancelled
O0051957,C017345,
O0051958,C013498,delivered
O0051959,C001124,Shipped
O0051960,C013606,Delivered
O0051961,C016475,delivered
O0051962,C024237,
O0051963,C020372,Cancelled
O0051964,C007998,delivered
O0051965,C021771,Delivered
O0051966,C013090,Delivered
O0051967,C014700,Cancelled
O0051968,C002136,Returned
O0051969,C018649,delivered
O0051970,C022640,delivered
O0051971,C022200,
O0051972,C000957,
O0051973,C011701,Cancelled
O0051974,C018279,
O0051975,C009155,Delivered
O0051976,C001120,delivered
O0051977,C010225,Cancelled
O0051978,C019440,delivered
O0051979,C012704,Returned
O0051980,C009973,delivered
O0051981,C000014,Cancelled
O0051982,C004197,Returned
O0051983,C005723,delivered
O0051984,C020254,Cancelled
O0051985,C000988,Delivered
O0051986,C007399,Cancelled
O0051987,C012423,Cancelled
O0051988,C000125,Delivered
O0051989,C017036,Cancelled
O0051990,C019091,
O0051991,C017003,Cancelled
O0051992,C011531,
O0051993,C020964,Delivered
O0051994,C006860,Returned
O0051995,C008938,Returned
O0051996,C013146,Delivered
O0051997,C018972,Delivered
O0051998,C017627,Delivered
O0051999,C017825,Cancelled
O0052000,C018737,Returned
O0052001,C024430,Returned
O0052002,C019550,Cancelled
O0052003,C016625,Cancelled
O0052004,C000990,Delivered
O0052005,C004024,Delivered
O0052006,C015715,
O0052007,C021436,Cancelled
O0052008,C016034,delivered
O0052009,C002645,delivered
O0052010,C014156,Delivered
O0052011,C023044,Cancelled
O0052012,C010279,Delivered
O0052013,C004240,Cancelled
O0052014,C008759,delivered
O0052015,C001568,Returned
O0052016,C012113,Cancelled
O0052017,C007130,
O0052018,C015130,
O0052019,C009664,Shipped
O0052020,C013410,Cancelled
O0052021,C014326,Shipped
O0052022,C004051,
O0052023,C011823,
O0052024,C015267,
O0052025,C022684,
O0052026,C020747,
O0052027,C004693,Returned
O0052028,C024405,Cancelled
O0052029,C009913,Returned
O0052030,C009381,
O0052031,C016813,Cancelled
O0052032,C006749,Shipped
O0052033,C017640,Cancelled
O0052034,C008733,Shipped
O0052035,C009038,delivered
O0052036,C023901,Shipped
O0052037,C009232,Shipped
O0052038,C003569,Cancelled
O0052039,C007142,Returned
O0052040,C007081,Delivered
O0052041,C013781,delivered
O0052042,C024762,Cancelled
O0052043,C023253,
O0052044,C022075,Shipped
O0052045,C014294,Returned
O0052046,C016056,
O0052047,C019644,Shipped
O0052048,C020138,Cancelled
O0052049,C006341,delivered
O0052050,C017428,Shipped
O0052051,C020270,Returned
O0052052,C023348,Shipped
O0052053,C023753,Cancelled
O0052054,C012902,Delivered
O0052055,C012118,Delivered
O0052056,C004483,Cancelled
O0052057,C000045,Delivered
O0052058,C007284,Shipped
O0052059,C000767,delivered
O0052060,C012307,Returned
O0052061,C004871,Returned
O0052062,C002363,Cancelled
O0052063,C010512,delivered
O0052064,C016160,Returned
O0052065,C017650,Shipped
O0052066,C016505,Delivered
O0052067,C021579,
O0052068,C000066,Delivered
O0052069,C014334,Delivered
O0052070,C004231,delivered
O0052071,C008245,Shipped
O0052072,C020752,delivered
O0052073,C008234,
O0052074,C003790,Shipped
O0052075,C016713,
O0052076,C023395,delivered
O0052077,C012534,
O0052078,C007990,Returned
O0052079,C010590,
O0052080,C018753,Delivered
O0052081,C005951,delivered
O0052082,C003280,Cancelled
O0052083,C021145,Returned
O0052084,C018981,
O0052085,C013552,Returned
O0052086,C003658,
O0052087,C001606,Returned
O0052088,C012299,delivered
O0052089,C018037,Delivered
O0052090,C005935,Shipped
O0052091,C012361,delivered
O0052092,C010339,Delivered
O0052093,C000505,delivered
O0052094,C024008,Returned
O0052095,C021128,Shipped
O0052096,C007258,Shipped
O0052097,C012183,Delivered
O0052098,C020749,
O0052099,C019591,Cancelled
O0052100,C021106,delivered
O0052101,C022099,delivered
O0052102,C012051,Delivered
O0052103,C018096,Shipped
O0052104,C018972,Returned
O0052105,C007788,
O0052106,C001479,
O0052107,C023784,Shipped
O0052108,C001788,Delivered
O0052109,C012125,Delivered
O0052110,C002178,delivered
O0052111,C019851,delivered
O0052112,C024204,
O0052113,C001741,delivered
O0052114,C003682,delivered
O0052115,C009762,
O0052116,C006968,Cancelled
O0052117,C024846,delivered
O0052118,C013435,Shipped
O0052119,C022867,delivered
O0052120,C004409,Shipped
O0052121,C022287,Cancelled
O0052122,C021144,Returned
O0052123,C020152,Returned
O0052124,C019084,Delivered
O0052125,C007654,Cancelled
O0052126,C000281,Returned
O0052127,C008380,
O0052128,C009487,Cancelled
O0052129,C011273,Delivered
O0052130,C003659,delivered
O0052131,C001776,delivered
O0052132,C011551,delivered
O0052133,C010931,
O0052134,C000404,delivered
O0052135,C011387,
O0052136,C019834,delivered
O0052137,C010672,Cancelled
O0052138,C019281,Cancelled
O0052139,C001204,Shipped
O0052140,C010963,delivered
O0052141,C005714,Shipped
O0052142,C015358,Delivered
O0052143,C021818,Returned
O0052144,C012222,Returned
O0052145,C021598,delivered
O0052146,C020389,Cancelled
O0052147,C012733,delivered
O0052148,C017026,delivered
O0052149,C007069,
O0052150,C023569,Shipped
O0052151,C001347,delivered
O0052152,C004014,delivered
O0052153,C006067,Shipped
O0052154,C023697,Delivered
O0052155,C021082,delivered
O0052156,C005009,Returned
O0052157,C010799,Shipped
O0052158,C001269,
O0052159,C024288,Cancelled
O0052160,C018373,Delivered
O0052161,C003626,delivered
O0052162,C024827,Cancelled
O0052163,C008755,
O0052164,C018415,Shipped
O0052165,C000484,Cancelled
O0052166,C008479,Returned
O0052167,C018549,Returned
O0052168,C003238,
O0052169,C004015,Cancelled
O0052170,C017487,Returned
O0052171,C013291,Shipped
O0052172,C015825,Delivered
O0052173,C001314,Shipped
O0052174,C008956,Delivered
O0052175,C013852,delivered
O0052176,C006405,Returned
O0052177,C021771,Cancelled
O0052178,C000480,Delivered
O0052179,C014123,Shipped
O0052180,C023169,Delivered
O0052181,C010198,delivered
O0052182,C022724,Cancelled
O0052183,C001643,
O0052184,C020821,Cancelled
O0052185,C003789,Delivered
O0052186,C016271,Shipped
O0052187,C017584,Returned
O0052188,C005374,Delivered
O0052189,C006076,Returned
O0052190,C023330,delivered
O0052191,C006151,delivered
O0052192,C018890,Delivered
O0052193,C011278,delivered
O0052194,C009855,
O0052195,C008185,delivered
O0052196,C017422,Shipped
O0052197,C021632,delivered
O0052198,C024900,Cancelled
O0052199,C005252,Shipped
O0052200,C020295,delivered
O0052201,C011310,
O0052202,C021930,Cancelled
O0052203,C010403,Returned
O0052204,C024313,
O0052205,C000362,Cancelled
O0052206,C011227,delivered
O0052207,C016753,Returned
O0052208,C003048,Returned
O0052209,C023187,
O0052210,C005579,delivered
O0052211,C001347,Shipped
O0052212,C001000,delivered
O0052213,C008207,delivered
O0052214,C011898,Returned
O0052215,C022626,
O0052216,C017005,Shipped
O0052217,C017292,
O0052218,C002437,
O0052219,C010928,Returned
O0052220,C019580,Shipped
O0052221,C014226,delivered
O0052222,C008251,Returned
O0052223,C021166,Delivered
O0052224,C011990,
O0052225,C013633,delivered
O0052226,C009086,Cancelled
O0052227,C021266,
O0052228,C016414,delivered
O0052229,C015796,Shipped
O0052230,C003929,Delivered
O0052231,C017519,Shipped
O0052232,C013964,Delivered
O0052233,C024667,Returned
O0052234,C016370,delivered
O0052235,C002076,Delivered
O0052236,C003518,delivered
O0052237,C007181,Cancelled
O0052238,C010693,Returned
O0052239,C004358,Delivered
O0052240,C009848,Returned
O0052241,C018114,
O0052242,C003036,
O0052243,C012614,Returned
O0052244,C018969,Delivered
O0052245,C003729,Delivered
O0052246,C006454,Shipped
O0052247,C015430,delivered
O0052248,C012696,delivered
O0052249,C014571,Returned
O0052250,C017799,Shipped
O0052251,C019883,Returned
O0052252,C021660,Delivered
O0052253,C013718,Cancelled
O0052254,C005448,
O0052255,C013056,Returned
O0052256,C022159,delivered
O0052257,C024642,Shipped
O0052258,C017630,Delivered
O0052259,C012316,Returned
O0052260,C011082,Shipped
O0052261,C009207,
O0052262,C001758,Returned
O0052263,C015483,Returned
O0052264,C008147,
O0052265,C011300,Delivered
O0052266,C014772,Returned
O0052267,C012388,delivered
O0052268,C010425,
O0052269,C001594,Shipped
O0052270,C012805,Returned
O0052271,C021568,Cancelled
O0052272,C002300,delivered
O0052273,C019089,Cancelled
O0052274,C004665,Cancelled
O0052275,C005550,
O0052276,C024746,Delivered
O0052277,C010131,Cancelled
O0052278,C008420,Returned
O0052279,C011514,Shipped
O0052280,C013855,Cancelled
O0052281,C012931,delivered
O0052282,C010176,Cancelled
O0052283,C008985,delivered
O0052284,C001570,Returned
O0052285,C011634,delivered
O0052286,C007051,delivered
O0052287,C007878,Delivered
O0052288,C020197,Delivered
O0052289,C000376,
O0052290,C019985,delivered
O0052291,C013199,Cancelled
O0052292,C010490,Shipped
O0052293,C021903,Shipped
O0052294,C000630,Cancelled
O0052295,C004545,delivered
O0052296,C003748,Cancelled
O0052297,C008207,
O0052298,C002919,Returned
O0052299,C010644,Cancelled
O0052300,C008293,Delivered
O0052301,C017949,Returned
O0052302,C011446,Returned
O0052303,C023215,Cancelled
O0052304,C022681,Shipped
O0052305,C017945,Delivered
O0052306,C011200,Delivered
O0052307,C000961,delivered
O0052308,C003971,Delivered
O0052309,C015459,
O0052310,C004160,Shipped
O0052311,C018482,
O0052312,C012748,delivered
O0052313,C005619,Delivered
O0052314,C002248,Returned
O0052315,C017484,delivered
O0052316,C007333,delivered
O0052317,C014782,Cancelled
O0052318,C020166,Delivered
O0052319,C013719,Shipped
O0052320,C004556,Cancelled
O0052321,C012398,Returned
O0052322,C005976,
O0052323,C001936,Returned
O0052324,C000303,Delivered
O0052325,C004208,Delivered
O0052326,C007795,Shipped
O0052327,C020170,
O0052328,C022914,Returned
O0052329,C019967,Shipped
O0052330,C015250,Cancelled
O0052331,C004218,delivered
O0052332,C015694,Shipped
O0052333,C005984,Cancelled
O0052334,C017980,Shipped
O0052335,C019944,Delivered
O0052336,C008677,Returned
O0052337,C020695,Delivered
O0052338,C011664,Delivered
O0052339,C012569,Delivered
O0052340,C002677,Returned
O0052341,C019686,delivered
O0052342,C023704,Delivered
O0052343,C017299,Cancelled
O0052344,C013127,Cancelled
O0052345,C011742,Delivered
O0052346,C000150,
O0052347,C016083,delivered
O0052348,C015679,Returned
O0052349,C012253,
O0052350,C011426,Returned
O0052351,C019603,Shipped
O0052352,C011542,Returned
O0052353,C016463,Returned
O0052354,C003479,Cancelled
O0052355,C021228,
O0052356,C023974,Cancelled
O0052357,C018802,Shipped
O0052358,C024289,
O0052359,C017407,Shipped
O0052360,C022030,Cancelled
O0052361,C022167,Delivered
O0052362,C013605,Returned
O0052363,C001387,
O0052364,C005449,
O0052365,C024217,Returned
O0052366,C024875,Delivered
O0052367,C005459,Cancelled
O0052368,C005249,Shipped
O0052369,C006319,Cancelled
O0052370,C005119,Shipped
O0052371,C016231,Delivered
O0052372,C020100,Returned
O0052373,C021957,Delivered
O0052374,C000333,Delivered
O0052375,C000631,Delivered
O0052376,C016492,
O0052377,C005244,Delivered
O0052378,C002021,
O0052379,C011878,Returned
O0052380,C013036,Cancelled
O0052381,C022703,Shipped
O0052382,C012640,Returned
O0052383,C010863,Shipped
O0052384,C015920,Delivered
O0052385,C020555,Cancelled
O0052386,C004040,Shipped
O0052387,C006213,
O0052388,C003712,Shipped
O0052389,C014726,Shipped
O0052390,C022860,delivered
O0052391,C009267,delivered
O0052392,C013193,Returned
O0052393,C010165,
O0052394,C016354,Cancelled
O0052395,C013205,Delivered
O0052396,C010318,Delivered
O0052397,C007953,
O0052398,C009130,Shipped
O0052399,C023661,Delivered
O0052400,C009629,
O0052401,C022857,Cancelled
O0052402,C016546,Cancelled
O0052403,C018888,delivered
O0052404,C010498,Delivered
O0052405,C020190,delivered
O0052406,C023104,delivered
O0052407,C023191,Delivered
O0052408,C022084,delivered
O0052409,C015014,Cancelled
O0052410,C002363,Cancelled
O0052411,C004202,Cancelled
O0052412,C006088,Delivered
O0052413,C018528,Shipped
O0052414,C018822,Shipped
O0052415,C005199,Shipped
O0052416,C021311,delivered
O0052417,C007123,
O0052418,C019347,Cancelled
O0052419,C021349,Cancelled
O0052420,C016002,delivered
O0052421,C001988,Delivered
O0052422,C003836,Cancelled
O0052423,C005371,delivered
O0052424,C005450,
O0052425,C019372,delivered
O0052426,C009985,Delivered
O0052427,C018920,Shipped
O0052428,C000539,
O0052429,C016596,delivered
O0052430,C006947,delivered
O0052431,C015512,Delivered
O0052432,C014509,Returned
O0052433,C020392,
O0052434,C019282,Delivered
O0052435,C022861,Shipped
O0052436,C007658,Cancelled
O0052437,C006743,Returned
O0052438,C014435,Delivered
O0052439,C016720,
O0052440,C000837,Cancelled
O0052441,C002779,delivered
O0052442,C014929,Returned
O0052443,C005687,delivered
O0052444,C018376,Cancelled
O0052445,C004740,Delivered
O0052446,C014318,delivered
O0052447,C014554,Cancelled
O0052448,C018117,Delivered
O0052449,C000241,delivered
O0052450,C017037,
O0052451,C016028,Returned
O0052452,C022094,Shipped
O0052453,C021110,
O0052454,C017043,Cancelled
O0052455,C009760,Delivered
O0052456,C007250,delivered
O0052457,C015224,Cancelled
O0052458,C002694,Returned
O0052459,C008596,Cancelled
O0052460,C021000,Cancelled
O0052461,C007250,
O0052462,C024226,delivered
O0052463,C009340,Cancelled
O0052464,C008405,Cancelled
O0052465,C017160,delivered
O0052466,C012696,Returned
O0052467,C008234,Shipped
O0052468,C021990,Returned
O0052469,C019331,Cancelled
O0052470,C017466,delivered
O0052471,C010375,Cancelled
O0052472,C011440,Delivered
O0052473,C001571,Delivered
O0052474,C000330,Cancelled
O0052475,C008410,Shipped
O0052476,C001044,Shipped
O0052477,C018614,Shipped
O0052478,C009497,Cancelled
O0052479,C009438,Returned
O0052480,C003659,Cancelled
O0052481,C006763,Returned
O0052482,C024864,Delivered
O0052483,C001156,delivered
O0052484,C021154,Delivered
O0052485,C003252,Cancelled
O0052486,C005563,Cancelled
O0052487,C009306,Shipped
O0052488,C010958,Shipped
O0052489,C022992,Shipped
O0052490,C011355,Cancelled
O0052491,C021955,Returned
O0052492,C017348,Delivered
O0052493,C004389,
O0052494,C024844,Delivered
O0052495,C017649,delivered
O0052496,C020573,
O0052497,C015647,delivered
O0052498,C024043,Shipped
O0052499,C003014,Cancelled
O0052500,C000624,Delivered
O0052501,C007903,Delivered
O0052502,C024786,Cancelled
O0052503,C011223,delivered
O0052504,C016117,delivered
O0052505,C013775,delivered
O0052506,C001760,Shipped
O0052507,C008480,Cancelled
O0052508,C014101,Returned
O0052509,C006848,
O0052510,C016093,Returned
O0052511,C009017,delivered
O0052512,C002467,
O0052513,C001979,Cancelled
O0052514,C001976,delivered
O0052515,C024071,delivered
O0052516,C002376,
O0052517,C019449,Returned
O0052518,C010557,Delivered
O0052519,C020736,Delivered
O0052520,C014471,delivered
O0052521,C015632,Returned
O0052522,C003726,Delivered
O0052523,C021582,Cancelled
O0052524,C010142,delivered
O0052525,C005383,
O0052526,C023672,Returned
O0052527,C020419,delivered
O0052528,C005415,Shipped
O0052529,C002235,Delivered
O0052530,C012941,Cancelled
O0052531,C016029,delivered
O0052532,C006774,delivered
O0052533,C021314,Cancelled
O0052534,C000865,Shipped
O0052535,C000117,Delivered
O0052536,C020459,Shipped
O0052537,C003998,
O0052538,C010466,Shipped
O0052539,C022236,Shipped
O0052540,C023010,delivered
O0052541,C002319,delivered
O0052542,C021519,Returned
O0052543,C018589,delivered
O0052544,C018098,Shipped
O0052545,C017865,Shipped
O0052546,C017036,Shipped
O0052547,C011494,Returned
O0052548,C005108,delivered
O0052549,C015579,
O0052550,C019622,Delivered
O0052551,C014819,Delivered
O0052552,C014039,Returned
O0052553,C015455,Returned
O0052554,C010435,Returned
O0052555,C023603,Delivered
O0052556,C012905,Delivered
O0052557,C016133,Returned
O0052558,C011440,Cancelled
O0052559,C020879,Shipped
O0052560,C010309,delivered
O0052561,C010720,delivered
O0052562,C006328,
O0052563,C024693,Shipped
O0052564,C013988,Cancelled
O0052565,C017473,Returned
O0052566,C012905,Delivered
O0052567,C017543,Cancelled
O0052568,C019017,Delivered
O0052569,C021189,Returned
O0052570,C011314,Shipped
O0052571,C009682,delivered
O0052572,C002224,Cancelled
O0052573,C018751,Delivered
O0052574,C011176,
O0052575,C003539,Returned
O0052576,C011303,Delivered
O0052577,C018614,Shipped
O0052578,C013409,Shipped
O0052579,C021279,Shipped
O0052580,C021359,Returned
