payment_id,order_id,payment_method,amount
PAY0044511,O0018325,COD,24469.2
PAY0044512,O0098109,NetBanking,13913.53
PAY0044513,O0030954,UPI,5586.74
PAY0044515,O0051752,UPI,23586.61
PAY0044516,O0076135,Card,24195.78
PAY0044517,O0083839,UPI,15959.22
PAY0044518,O0011805,UPI,20887.12
PAY0044519,O0037569,UPI,17094.14
PAY0044520,O0001918,Unknown,5273.04
PAY0044521,O0087515,UPI,1329.62
PAY0044522,O0077873,NetBanking,21028.57
PAY0044523,O0085911,Card,9460.65
PAY0044524,O0089456,COD,8743.23
PAY0044525,O0036856,NetBanking,19976.65
PAY0044526,O0042457,Card,19077.08
PAY0044527,O0010346,NetBanking,16420.6
PAY0044528,O0029250,UPI,9300.15
PAY0044529,O0065615,Unknown,3753.21
PAY0044530,O0017061,Unknown,19519.99
PAY0044531,O0055483,NetBanking,22320.21
PAY0044532,O0078690,UPI,15377.91
PAY0044533,O0009032,NetBanking,4820.96
PAY0044534,O0071447,NetBanking,3958.35
PAY0044535,O0088170,Card,15191.38
PAY0044536,O0041123,COD,19789.55
PAY0044537,O0000790,UPI,9757.76
PAY0044538,O0089834,NetBanking,13547.0
PAY0044539,O0043628,Card,18358.37
PAY0044540,O0003220,UPI,21221.09
PAY0044541,O0022485,Card,23752.47
PAY0044542,O0060740,Card,12895.55
PAY0044543,O0073928,UPI,7852.85
PAY0044544,O0067262,Card,22470.51
PAY0044545,O0085935,UPI,2230.66
PAY0044546,O0075475,Card,13751.18
PAY0044547,O0066426,Card,18296.38
PAY0044548,O0086416,UPI,16028.38
PAY0044549,O0025340,COD,8878.61
PAY0044550,O0035831,COD,24735.38
PAY0044551,O0089670,UPI,15117.78
PAY0044552,O0052925,COD,5925.47
PAY0044553,O0023855,UPI,7779.01
PAY0044554,O0087325,Card,7439.43
PAY0044555,O0057971,Card,21165.47
PAY0044556,O0051340,UPI,1773.47
PAY0044557,O0015886,UPI,13813.39
PAY0044558,O0083947,Unknown,19443.95
PAY0044559,O0072239,UPI,17697.99
PAY0044560,O0089696,UPI,13457.14
PAY0044561,O0098688,COD,17153.01
PAY0044562,O0030032,COD,4723.26
PAY0044563,O0030584,UPI,13898.66
PAY0044564,O0049189,Card,9120.02
PAY0044565,O0022385,NetBanking,1348.08
PAY0044566,O0081369,Card,21260.59
PAY0044567,O0086755,COD,24173.42
PAY0044568,O0045993,COD,14307.26
PAY0044569,O0098957,UPI,7471.7
PAY0044570,O0076666,NetBanking,488.01
PAY0044571,O0072714,NetBanking,21335.96
PAY0044572,O0025094,UPI,6672.73
PAY0044573,O0013952,COD,6026.89
PAY0044574,O0090848,UPI,4784.46
PAY0044575,O0040836,UPI,20786.13
PAY0044576,O0046781,UPI,16091.65
PAY0044577,O0030267,COD,13411.42
PAY0044578,O0053254,UPI,11351.78
PAY0044579,O0070502,COD,2272.4
PAY0044580,O0092551,Card,1588.27
PAY0044581,O0084286,NetBanking,15535.38
PAY0044582,O0028332,COD,19906.46
PAY0044583,O0011064,Card,20431.68
PAY0044584,O0039514,COD,6901.34
PAY0044585,O0008184,Unknown,13430.1
PAY0044586,O0074516,UPI,12513.04
PAY0044587,O0024932,UPI,8477.37
PAY0044588,O0057038,COD,19026.42
PAY0044589,O0043860,Card,16365.89
PAY0044590,O0014461,UPI,2841.44
PAY0044591,O0099325,Card,7163.57
PAY0044592,O0053828,UPI,3108.35
PAY0044593,O0009907,UPI,18852.11
PAY0044594,O0014795,COD,20345.49
PAY0044595,O0034115,NetBanking,76.77
PAY0044596,O0080899,NetBanking,13880.01
PAY0044597,O0003449,Card,9223.88
PAY0044598,O0036935,UPI,8932.17
PAY0044599,O0016387,UPI,2921.53
PAY0044600,O0020619,Unknown,1073.39
PAY0044601,O0043732,UPI,77.35
PAY0044602,O0042672,Unknown,24541.97
PAY0044603,O0039976,NetBanking,11138.4
PAY0044604,O0050821,UPI,3203.71
PAY0044605,O0079479,UPI,15969.1
PAY0044606,O0060813,Unknown,17696.01
PAY0044607,O0040190,UPI,16323.16
PAY0044608,O0003991,UPI,22265.77
PAY0044609,O0032839,Card,4518.83
PAY0044610,O0080654,Unknown,5526.51
PAY0044611,O0002836,Unknown,2625.31
PAY0044612,O0008847,Card,1333.65
PAY0044613,O0094985,Card,9488.53
PAY0044614,O0066946,NetBanking,23823.86
PAY0044615,O0032033,COD,22405.82
PAY0044616,O0041240,UPI,582.97
PAY0044617,O0031777,COD,21372.53
PAY0044618,O0044905,Card,17306.83
PAY0044619,O0024188,NetBanking,18860.7
PAY0044620,O0093749,NetBanking,20936.73
PAY0044621,O0032276,NetBanking,3415.8
PAY0044622,O0013421,NetBanking,16688.7
PAY0044623,O0021432,Card,9811.12
PAY0044624,O0054069,UPI,21149.46
PAY0044625,O0096734,Unknown,24360.84
PAY0044626,O0066148,COD,10443.78
PAY0044627,O0063799,COD,2179.4
PAY0044628,O0072356,Card,10060.25
PAY0044629,O0064083,NetBanking,15914.98
PAY0044630,O0030764,COD,19841.97
PAY0044631,O0008857,UPI,6949.8
PAY0044632,O0098925,Card,1435.05
PAY0044633,O0023214,NetBanking,17162.01
PAY0044634,O0001616,UPI,13213.26
PAY0044635,O0072453,UPI,17569.19
PAY0044636,O0026265,UPI,21945.39
PAY0044637,O0011367,Unknown,5060.86
PAY0044638,O0069566,UPI,20932.18
PAY0044639,O0049813,COD,4384.58
PAY0044640,O0056649,COD,4708.79
PAY0044641,O0073834,NetBanking,18543.66
PAY0044642,O0081663,NetBanking,22918.49
PAY0044643,O0083459,NetBanking,24376.48
PAY0044644,O0092810,NetBanking,8198.63
PAY0044645,O0077397,UPI,2512.68
PAY0044646,O0066738,COD,15048.13
PAY0044647,O0081062,COD,2847.31
PAY0044648,O0070894,COD,22571.34
PAY0044649,O0083733,UPI,17255.97
PAY0044650,O0045133,Card,20650.18
PAY0044651,O0064745,UPI,13133.37
PAY0044652,O0036327,Card,3242.01
PAY0044653,O0003175,Card,2228.6
PAY0044654,O0074932,Unknown,14870.09
PAY0044655,O0098656,NetBanking,24148.54
PAY0044656,O0087758,COD,14224.33
PAY0044657,O0042161,Unknown,6469.77
PAY0044658,O0078489,Card,20888.47
PAY0044660,O0047542,COD,14378.42
PAY0044661,O0055201,Unknown,1688.9
PAY0044662,O0058118,UPI,6333.2
PAY0044663,O0058145,UPI,4328.95
PAY0044664,O0010084,UPI,22032.63
PAY0044665,O0053558,UPI,16053.36
PAY0044666,O0098585,UPI,23343.55
PAY0044667,O0036403,UPI,21315.76
PAY0044668,O0042359,Unknown,2.44
PAY0044669,O0004487,UPI,17114.59
PAY0044670,O0032965,COD,24565.51
PAY0044671,O0031233,UPI,24692.64
PAY0044672,O0091744,Card,22929.96
PAY0044673,O0074770,NetBanking,1319.24
PAY0044674,O0068450,UPI,24995.71
PAY0044675,O0032067,NetBanking,6811.46
PAY0044676,O0056619,UPI,14197.39
PAY0044677,O0096132,Card,15971.31
PAY0044678,O0089898,UPI,23802.59
PAY0044679,O0075847,COD,17833.88
PAY0044680,O0004712,NetBanking,15346.84
PAY0044681,O0043176,NetBanking,4725.3
PAY0044682,O0025129,Card,13876.81
PAY0044683,O0016291,NetBanking,11187.55
PAY0044684,O0096796,UPI,14123.08
PAY0044685,O0070472,UPI,18512.59
PAY0044686,O0028419,NetBanking,17987.68
PAY0044687,O0001029,UPI,23687.95
PAY0044688,O0084481,COD,17556.53
PAY0044689,O0024123,COD,21122.79
PAY0044691,O0089798,Unknown,4132.81
PAY0044692,O0078333,NetBanking,11156.02
PAY0044693,O0014689,UPI,4192.24
PAY0044694,O0073301,Unknown,14555.21
PAY0044695,O0055631,Card,1576.82
PAY0044696,O0020880,NetBanking,4789.02
PAY0044697,O0000322,COD,10178.43
PAY0044698,O0079010,UPI,24879.14
PAY0044699,O0035445,Card,5292.11
PAY0044700,O0048644,UPI,2999.86
PAY0044701,O0078232,UPI,18021.81
PAY0044702,O0010558,UPI,12410.67
PAY0044703,O0065928,Card,8680.59
PAY0044704,O0080275,COD,18708.05
PAY0044706,O0078673,Unknown,24076.28
PAY0044707,O0076857,Unknown,24007.08
PAY0044708,O0021446,COD,4089.95
PAY0044709,O0023548,UPI,11028.54
PAY0044710,O0028024,UPI,2214.76
PAY0044711,O0011929,UPI,10930.76
PAY0044712,O0037807,NetBanking,20695.25
PAY0044713,O0030298,COD,596.94
PAY0044714,O0028381,Unknown,24019.06
PAY0044715,O0017572,COD,3895.54
PAY0044716,O0041780,UPI,18850.1
PAY0044717,O0028774,UPI,8515.39
PAY0044718,O0017565,UPI,14705.88
PAY0044719,O0090061,COD,762.42
PAY0044720,O0089621,COD,21172.84
PAY0044721,O0015342,Unknown,23591.65
PAY0044722,O0036737,Card,8697.14
PAY0044723,O0075126,NetBanking,2214.85
PAY0044725,O0072162,Unknown,11576.66
PAY0044726,O0041350,COD,5391.24
PAY0044727,O0084574,UPI,11752.93
PAY0044728,O0086953,COD,7816.52
PAY0044729,O0013705,UPI,21633.99
PAY0044730,O0068695,UPI,8947.18
PAY0044731,O0007771,Card,18063.32
PAY0044732,O0051072,Card,14342.68
PAY0044733,O0099312,UPI,19302.98
PAY0044734,O0068828,Card,15974.1
PAY0044735,O0022077,UPI,14820.24
PAY0044736,O0079423,Unknown,21820.1
PAY0044737,O0026519,COD,4076.39
PAY0044738,O0066135,Card,7584.34
PAY0044739,O0013955,NetBanking,20351.39
PAY0044740,O0078891,NetBanking,20196.89
PAY0044741,O0066260,Unknown,17543.63
PAY0044742,O0055945,UPI,1921.82
PAY0044743,O0041966,UPI,20056.53
PAY0044744,O0070337,UPI,2344.16
PAY0044745,O0027942,COD,11932.8
PAY0044746,O0052595,COD,21882.74
PAY0044747,O0060721,NetBanking,1720.04
PAY0044748,O0020028,UPI,-10.21
PAY0044749,O0076269,COD,24020.91
PAY0044750,O0055713,COD,1203.71
PAY0044751,O0043847,Unknown,3630.75
PAY0044752,O0088952,UPI,19003.95
PAY0044753,O0075722,NetBanking,13632.74
PAY0044754,O0064820,NetBanking,16478.72
PAY0044755,O0003820,UPI,17554.31
PAY0044756,O0080556,UPI,23119.05
PAY0044757,O0096440,UPI,9828.9
PAY0044758,O0029364,NetBanking,19141.64
PAY0044759,O0073381,UPI,23404.37
PAY0044760,O0070703,Card,8482.9
PAY0044761,O0033615,NetBanking,22791.43
PAY0044762,O0024725,UPI,10878.1
PAY0044763,O0007657,Card,23061.18
PAY0044764,O0013077,UPI,7763.47
PAY0044765,O0024704,NetBanking,17870.3
PAY0044766,O0063948,UPI,22198.13
PAY0044767,O0025627,COD,12348.39
PAY0044768,O0056314,UPI,20816.59
PAY0044769,O0073864,COD,2344.69
PAY0044770,O0002963,UPI,13764.51
PAY0044771,O0080379,Card,24013.54
PAY0044772,O0061663,Card,20816.44
PAY0044773,O0045195,UPI,20298.27
PAY0044774,O0097597,NetBanking,3919.63
PAY0044775,O0047040,Card,14272.33
PAY0044776,O0045629,COD,14780.42
PAY0044777,O0008022,Card,2417.45
PAY0044778,O0065561,UPI,16014.33
PAY0044779,O0088995,Unknown,2152.74
PAY0044780,O0076955,NetBanking,20206.45
PAY0044781,O0043634,UPI,5575.37
PAY0044782,O0026018,UPI,16939.93
PAY0044783,O0056050,NetBanking,21948.22
PAY0044784,O0002936,UPI,3885.26
PAY0044785,O0096764,Card,12442.86
PAY0044786,O0002833,NetBanking,6706.62
PAY0044788,O0034441,UPI,15930.74
PAY0044789,O0074490,COD,17571.13
PAY0044790,O0096386,UPI,22755.94
PAY0044791,O0030591,COD,17293.24
PAY0044792,O0057070,UPI,929.71
PAY0044793,O0029428,COD,24515.89
PAY0044794,O0096576,COD,7446.5
PAY0044795,O0012766,Unknown,20441.91
PAY0044796,O0078726,Unknown,24037.23
PAY0044797,O0049364,UPI,15373.19
PAY0044798,O0090519,COD,7813.74
PAY0044799,O0016073,COD,19268.85
PAY0044800,O0044204,COD,17894.92
PAY0044801,O0094825,UPI,2992.4
PAY0044802,O0087382,UPI,9177.01
PAY0044803,O0089338,Unknown,2522.18
PAY0044804,O0089025,UPI,22210.2
PAY0044805,O0024232,Card,14909.23
PAY0044806,O0097595,UPI,8944.5
PAY0044807,O0067100,UPI,8914.24
PAY0044808,O0000104,NetBanking,11261.38
PAY0044809,O0033917,UPI,2696.41
PAY0044810,O0025837,Card,22922.5
PAY0044811,O0039084,Card,19055.07
PAY0044812,O0065589,Card,18761.99
PAY0044813,O0067179,Card,24375.13
PAY0044814,O0060543,Unknown,625.7
PAY0044815,O0032082,Card,7106.56
PAY0044816,O0075983,UPI,4988.28
PAY0044817,O0079438,Card,18411.8
PAY0044818,O0011107,Unknown,22333.67
PAY0044819,O0063989,UPI,2447.51
PAY0044820,O0069322,UPI,12868.35
PAY0044821,O0077855,NetBanking,10495.98
PAY0044822,O0000425,NetBanking,20818.32
PAY0044823,O0005847,UPI,2970.08
PAY0044824,O0015097,NetBanking,6945.89
PAY0044825,O0063499,Card,12444.82
PAY0044826,O0001428,Card,7766.0
PAY0044827,O0027057,COD,20628.15
PAY0044828,O0009958,Card,5218.23
PAY0044829,O0005813,UPI,178.09
PAY0044830,O0032183,UPI,18213.71
PAY0044831,O0043735,COD,4748.63
PAY0044832,O0024096,COD,7286.63
PAY0044833,O0077951,UPI,17209.0
PAY0044834,O0004250,COD,4251.01
PAY0044835,O0054010,UPI,20046.48
PAY0044836,O0080723,Card,23104.85
PAY0044837,O0053929,UPI,24857.99
PAY0044838,O0097607,NetBanking,8529.54
PAY0044839,O0057929,NetBanking,22085.92
PAY0044840,O0053606,Card,6904.82
PAY0044841,O0022697,Unknown,7352.58
PAY0044842,O0087950,Unknown,21748.46
PAY0044843,O0063656,UPI,9143.27
PAY0044844,O0065142,COD,17672.25
PAY0044845,O0029476,Card,8072.14
PAY0044846,O0004244,Card,2574.11
PAY0044847,O0088826,Card,23836.65
PAY0044848,O0068680,NetBanking,5257.67
PAY0044849,O0099104,Unknown,9677.03
PAY0044850,O0030164,NetBanking,8507.25
PAY0044851,O0029785,Unknown,10044.75
PAY0044852,O0074501,Card,2007.09
PAY0044853,O0032046,UPI,7068.74
PAY0044854,O0033490,NetBanking,9985.14
PAY0044855,O0098673,Card,5297.84
PAY0044856,O0001774,Card,19541.58
PAY0044857,O0001074,Card,6625.57
PAY0044858,O0000079,NetBanking,11735.01
PAY0044859,O0040017,UPI,9751.53
PAY0044860,O0031347,Card,11580.9
PAY0044861,O0063286,NetBanking,4897.4
PAY0044862,O0031718,Unknown,6305.59
PAY0044863,O0092908,COD,19681.77
PAY0044864,O0078471,Unknown,6225.61
PAY0044865,O0084762,NetBanking,15787.63
PAY0044866,O0031585,COD,8977.38
PAY0044867,O0061710,Card,13322.48
PAY0044868,O0095225,UPI,23299.09
PAY0044869,O0002157,COD,20870.0
PAY0044870,O0046779,COD,13484.01
PAY0044871,O0050541,UPI,5455.0
PAY0044872,O0040903,Unknown,8835.53
PAY0044873,O0083661,Unknown,6836.36
PAY0044874,O0055421,UPI,20106.79
PAY0044875,O0076150,UPI,8368.95
PAY0044876,O0032307,Unknown,11891.51
PAY0044877,O0086145,Unknown,12133.01
PAY0044878,O0034945,UPI,16100.35
PAY0044879,O0049783,NetBanking,10915.96
PAY0044880,O0062731,COD,21538.82
PAY0044881,O0095494,UPI,2695.76
PAY0044882,O0003614,Card,17616.38
PAY0044883,O0084880,NetBanking,-68.65
PAY0044884,O0076214,Unknown,1887.62
PAY0044885,O0095756,COD,420.42
PAY0044887,O0079099,UPI,21617.03
PAY0044888,O0038374,UPI,24449.0
PAY0044889,O0070084,Unknown,5130.84
PAY0044890,O0061831,COD,8211.58
PAY0044891,O0047134,UPI,18937.24
PAY0044892,O0085673,NetBanking,9228.83
PAY0044893,O0084194,UPI,24385.29
PAY0044894,O0089765,Card,13395.71
PAY0044895,O0025324,COD,11825.56
PAY0044896,O0028644,Card,24473.24
PAY0044897,O0049003,UPI,14020.06
PAY0044898,O0017953,Unknown,12609.81
PAY0044899,O0075547,UPI,2419.97
PAY0044900,O0064695,UPI,24717.57
PAY0044901,O0097793,COD,19437.29
PAY0044902,O0000320,COD,19400.48
PAY0044903,O0051859,UPI,10456.0
PAY0044904,O0079989,Card,14019.01
PAY0044905,O0023718,Card,12265.4
PAY0044906,O0003303,UPI,22591.53
PAY0044907,O0039399,Unknown,14328.41
PAY0044908,O0036306,UPI,8259.22
PAY0044909,O0096943,Card,23599.5
PAY0044910,O0021856,NetBanking,10298.18
PAY0044911,O0035504,UPI,16139.01
PAY0044912,O0073355,COD,8018.31
PAY0044913,O0072413,COD,16912.81
PAY0044914,O0050328,UPI,11246.71
PAY0044915,O0058730,UPI,14628.29
PAY0044916,O0014809,UPI,14622.17
PAY0044917,O0099597,UPI,11765.64
PAY0044918,O0022236,COD,3322.07
PAY0044919,O0044596,UPI,19752.95
PAY0044920,O0036795,NetBanking,11640.18
PAY0044921,O0068855,UPI,6298.42
PAY0044922,O0095404,UPI,1789.04
PAY0044923,O0066977,UPI,951.7
PAY0044924,O0005373,UPI,6293.99
PAY0044925,O0055573,UPI,20752.64
PAY0044926,O0054650,Card,8190.86
PAY0044927,O0011530,Card,23635.31
PAY0044928,O0045132,NetBanking,17513.7
PAY0044929,O0093788,Unknown,9041.95
PAY0044930,O0043486,Card,14761.16
PAY0044931,O0092015,UPI,3104.45
PAY0044932,O0042327,Card,2512.21
PAY0044933,O0016224,UPI,10746.2
PAY0044934,O0011170,NetBanking,12434.73
PAY0044935,O0017829,UPI,21704.06
PAY0044936,O0088757,NetBanking,18358.35
PAY0044937,O0096241,Unknown,22576.36
PAY0044938,O0004549,Card,5924.08
PAY0044939,O0071951,NetBanking,24408.34
PAY0044940,O0070799,COD,7715.38
PAY0044941,O0071628,Card,15221.31
PAY0044942,O0091386,UPI,542.95
PAY0044943,O0015454,UPI,6332.08
PAY0044944,O0084338,UPI,20833.87
PAY0044945,O0010017,UPI,1863.42
PAY0044946,O0045006,UPI,23635.15
PAY0044947,O0011134,Unknown,11266.83
PAY0044948,O0086951,UPI,2679.65
PAY0044949,O0014640,Unknown,10474.93
PAY0044950,O0090426,UPI,15691.43
PAY0044951,O0045143,NetBanking,13742.12
PAY0044952,O0090272,COD,13909.41
PAY0044953,O0082100,Unknown,16510.27
PAY0044954,O0021038,Unknown,19969.94
PAY0044955,O0098204,Unknown,5780.72
PAY0044956,O0039803,Card,21861.75
PAY0044957,O0000799,UPI,18379.23
PAY0044958,O0058775,COD,15978.38
PAY0044959,O0048461,NetBanking,4040.3
PAY0044960,O0017526,Unknown,1978.19
PAY0044961,O0075771,NetBanking,1534.22
PAY0044962,O0019093,UPI,16779.98
PAY0044963,O0096115,COD,7015.49
PAY0044964,O0003016,NetBanking,14000.47
PAY0044965,O0002615,Unknown,22220.06
PAY0044966,O0086891,NetBanking,19561.56
PAY0044967,O0001014,COD,14643.14
PAY0044968,O0037912,UPI,18725.79
PAY0044969,O0076969,NetBanking,14725.77
PAY0044970,O0015318,UPI,16333.37
PAY0044971,O0008736,UPI,1408.69
PAY0044972,O0031485,Unknown,23044.78
PAY0044973,O0091281,COD,22310.57
PAY0044974,O0081783,UPI,21980.33
PAY0044975,O0086300,UPI,12748.22
PAY0044976,O0041389,UPI,964.67
PAY0044977,O0042379,COD,6095.28
PAY0044978,O0066680,NetBanking,16671.7
PAY0044979,O0039511,Unknown,20664.23
PAY0044980,O0025651,NetBanking,23686.29
PAY0044981,O0025944,NetBanking,5583.44
PAY0044982,O0060797,UPI,10350.41
PAY0044983,O0079439,UPI,20631.82
PAY0044984,O0053307,Card,18596.36
PAY0044985,O0099279,Unknown,7100.36
PAY0044986,O0002059,Unknown,23393.15
PAY0044987,O0054875,COD,12344.84
PAY0044988,O0099699,NetBanking,11943.62
PAY0044989,O0077202,NetBanking,11159.63
PAY0044990,O0079780,Unknown,3276.59
PAY0044991,O0004780,Card,16353.96
PAY0044992,O0070652,Unknown,15824.71
PAY0044993,O0029689,Unknown,2556.67
PAY0044994,O0081905,UPI,12660.5
PAY0044995,O0098287,Card,8894.42
PAY0044996,O0031367,UPI,15917.53
PAY0044997,O0013710,Unknown,11019.16
PAY0044998,O0031258,COD,6110.6
PAY0044999,O0076892,UPI,24994.76
PAY0045000,O0033635,COD,9875.66
PAY0045001,O0084790,Unknown,18261.72
PAY0045002,O0097799,NetBanking,3174.6
PAY0045003,O0087389,Card,12494.94
PAY0045004,O0047579,UPI,5532.52
PAY0045005,O0047010,UPI,20401.01
PAY0045006,O0024478,COD,24797.44
PAY0045007,O0035740,Unknown,7571.83
PAY0045008,O0089796,Unknown,20858.82
PAY0045009,O0001480,UPI,11675.12
PAY0045010,O0053485,UPI,11474.38
PAY0045011,O0041885,Card,23288.6
PAY0045012,O0055418,Card,18534.29
PAY0045013,O0079282,NetBanking,10318.98
PAY0045014,O0014360,COD,6792.06
PAY0045015,O0091262,NetBanking,22615.05
PAY0045016,O0014323,UPI,7107.6
PAY0045017,O0008841,UPI,13573.5
PAY0045018,O0094712,Card,22728.04
PAY0045019,O0047649,NetBanking,11737.8
PAY0045020,O0045691,COD,20910.11
PAY0045021,O0080408,Unknown,1304.27
PAY0045022,O0025248,UPI,757.95
PAY0045023,O0016295,NetBanking,14376.22
PAY0045024,O0034856,UPI,20906.19
PAY0045025,O0096101,Card,22793.62
PAY0045026,O0035907,UPI,21458.69
PAY0045027,O0031625,UPI,2200.97
PAY0045028,O0013373,Unknown,24006.28
PAY0045029,O0048322,COD,8054.38
PAY0045030,O0022993,UPI,22779.48
PAY0045031,O0060141,UPI,5509.92
PAY0045032,O0069405,UPI,5426.13
PAY0045033,O0051055,Card,22247.11
PAY0045034,O0034374,UPI,24070.92
PAY0045035,O0095240,Unknown,16289.05
PAY0045036,O0024593,COD,153.16
PAY0045037,O0066946,NetBanking,7945.95
PAY0045038,O0071250,Card,17701.32
PAY0045039,O0051100,UPI,5154.02
PAY0045040,O0099644,Card,23510.62
PAY0045041,O0063341,COD,24490.56
PAY0045042,O0092441,NetBanking,24958.14
PAY0045043,O0071335,COD,8485.72
PAY0045044,O0007176,Card,7954.92
PAY0045045,O0090124,NetBanking,23210.3
PAY0045046,O0091160,UPI,814.84
PAY0045047,O0058035,COD,23567.62
PAY0045048,O0016431,Card,15550.45
PAY0045049,O0062368,UPI,6002.0
PAY0045050,O0046961,Unknown,5471.46
PAY0045051,O0035354,Card,10744.56
PAY0045052,O0090222,UPI,13617.98
PAY0045053,O0080436,Unknown,11658.24
PAY0045054,O0034764,UPI,12724.14
PAY0045055,O0099974,Card,202.75
PAY0045056,O0013832,Card,15411.45
PAY0045057,O0031043,UPI,8798.09
PAY0045058,O0032575,Card,23097.13
PAY0045059,O0035582,UPI,8121.07
PAY0045060,O0037840,Card,7301.34
PAY0045061,O0025345,NetBanking,18879.23
PAY0045062,O0065391,COD,24158.27
PAY0045063,O0009178,Unknown,22284.57
PAY0045064,O0056166,Card,19199.72
PAY0045065,O0039713,UPI,11155.57
PAY0045066,O0020915,UPI,3056.25
PAY0045067,O0064175,NetBanking,22957.68
PAY0045068,O0069645,Unknown,15414.73
PAY0045069,O0049355,Card,18180.54
PAY0045070,O0076587,NetBanking,23727.22
PAY0045071,O0062822,UPI,6440.27
PAY0045072,O0062648,Unknown,2584.54
PAY0045073,O0044240,UPI,17156.43
PAY0045074,O0071884,COD,9341.32
PAY0045075,O0033500,UPI,23529.42
PAY0045076,O0078064,UPI,9872.24
PAY0045077,O0086877,Unknown,7311.95
PAY0045078,O0022805,COD,14984.08
PAY0045079,O0001083,Unknown,3547.66
PAY0045080,O0081750,NetBanking,12301.69
PAY0045081,O0098628,UPI,828.31
PAY0045082,O0096736,NetBanking,12121.46
PAY0045083,O0003287,Unknown,20627.35
PAY0045084,O0056839,UPI,24804.48
PAY0045085,O0015922,UPI,13707.18
PAY0045086,O0076734,UPI,19616.0
PAY0045087,O0094175,Card,1175.54
PAY0045088,O0090586,UPI,14214.81
PAY0045089,O0094900,UPI,3950.5
PAY0045090,O0069801,NetBanking,13850.41
PAY0045091,O0039471,Unknown,482.9
PAY0045092,O0063032,UPI,13842.92
PAY0045093,O0018336,UPI,20693.74
PAY0045094,O0012183,Card,-76.77
PAY0045095,O0010738,COD,19633.26
PAY0045096,O0043562,Card,612.15
PAY0045097,O0090937,Unknown,886.73
PAY0045098,O0094316,NetBanking,12405.71
PAY0045099,O0097139,COD,18091.58
PAY0045100,O0049655,Card,10724.34
PAY0045101,O0051792,UPI,24488.14
PAY0045102,O0079598,NetBanking,22298.64
PAY0045103,O0052555,Unknown,22732.78
PAY0045104,O0031355,UPI,12158.79
PAY0045105,O0002729,Card,3160.78
PAY0045106,O0079572,Unknown,20922.88
PAY0045107,O0070933,UPI,6887.03
PAY0045108,O0058318,Card,21365.18
PAY0045109,O0022495,NetBanking,7745.11
PAY0045110,O0096922,UPI,4260.8
PAY0045111,O0090087,Card,19173.25
PAY0045112,O0020611,NetBanking,18843.82
PAY0045113,O0057018,Card,19930.57
PAY0045114,O0066909,Card,5673.34
PAY0045115,O0017251,Unknown,8389.01
PAY0045116,O0072379,COD,-87.12
PAY0045117,O0096122,Card,10882.33
PAY0045118,O0037091,COD,22541.98
PAY0045119,O0014295,UPI,8009.34
PAY0045120,O0067001,UPI,9564.8
PAY0045121,O0062477,UPI,15212.12
PAY0045122,O0054391,Card,23233.36
PAY0045123,O0087113,Unknown,7958.68
PAY0045124,O0056916,UPI,14812.25
PAY0045125,O0015804,UPI,1837.08
PAY0045126,O0006613,UPI,21517.88
PAY0045127,O0001830,COD,567.78
PAY0045128,O0071701,COD,10289.19
PAY0045129,O0074857,Card,7274.65
PAY0045130,O0012583,NetBanking,530.74
PAY0045131,O0097924,COD,4851.53
PAY0045132,O0066317,Card,13419.45
PAY0045133,O0070442,NetBanking,7336.46
PAY0045134,O0037012,NetBanking,9764.49
PAY0045135,O0046723,UPI,16676.46
PAY0045136,O0088580,NetBanking,8334.8
PAY0045137,O0040626,Card,18607.17
PAY0045138,O0053454,NetBanking,7226.38
PAY0045139,O0038665,UPI,13912.83
PAY0045140,O0067934,Card,15207.1
PAY0045141,O0091193,NetBanking,10888.14
PAY0045142,O0014203,UPI,13559.26
PAY0045143,O0069758,Unknown,6794.44
PAY0045144,O0028744,Unknown,3108.45
PAY0045145,O0097485,NetBanking,13403.76
PAY0045147,O0053579,Card,1217.48
PAY0045148,O0012042,NetBanking,11496.73
PAY0045149,O0070467,UPI,1802.07
PAY0045150,O0033615,UPI,11843.32
PAY0045151,O0099482,UPI,9104.73
PAY0045152,O0008044,UPI,19186.04
PAY0045153,O0026208,Unknown,19554.94
PAY0045154,O0049298,UPI,14696.75
PAY0045155,O0017412,UPI,18827.34
PAY0045156,O0021700,UPI,22646.54
PAY0045157,O0062401,UPI,24764.8
PAY0045158,O0026798,COD,14034.88
PAY0045159,O0067313,Unknown,23919.27
PAY0045160,O0096405,COD,13184.45
PAY0045161,O0050436,UPI,5109.79
PAY0045162,O0053560,NetBanking,7782.07
PAY0045163,O0002711,COD,7584.72
PAY0045164,O0060966,COD,8595.3
PAY0045165,O0039653,NetBanking,1542.96
PAY0045166,O0081976,NetBanking,8981.55
PAY0045167,O0083152,NetBanking,6944.64
PAY0045168,O0093241,Unknown,21535.0
PAY0045169,O0042326,NetBanking,8770.34
PAY0045170,O0075191,UPI,19340.63
PAY0045171,O0006208,UPI,3147.63
PAY0045172,O0067892,UPI,15496.37
PAY0045173,O0099373,UPI,1828.39
PAY0045174,O0084214,COD,17477.29
PAY0045175,O0025503,Unknown,9336.59
PAY0045176,O0013977,COD,7498.28
PAY0045177,O0019382,UPI,13830.05
PAY0045178,O0031809,Card,12628.84
PAY0045179,O0079057,COD,2645.61
PAY0045180,O0018206,COD,4996.36
PAY0045181,O0014372,UPI,4479.66
